ABC,nAcid,nBase,VE1_A,VR1_A,nAromAtom,nBridgehead,nHetero,nS,nF,AATS5s,AATS6s,AATS0i,ATSC6c,ATSC2dv,ATSC3dv,ATSC5dv,ATSC6dv,ATSC2d,ATSC4d,ATSC6d,ATSC7d,ATSC8d,ATSC1s,ATSC3s,ATSC4s,ATSC7s,ATSC8s,ATSC3Z,ATSC4Z,ATSC5Z,ATSC6Z,ATSC8Z,ATSC1v,ATSC2v,ATSC3v,ATSC4v,ATSC7v,ATSC8v,ATSC1p,ATSC7p,ATSC8p,ATSC1i,ATSC2i,ATSC5i,ATSC6i,ATSC8i,AATSC0Z,BalabanJ,C3SP3,NdsCH,NaaN,NssO,SaasC,SsNH2,SaaNH,StN,SaasN,SsSH,SaaS,SsCl,MINsCH3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA13,SMR_VSA6,EState_VSA2,EState_VSA3,EState_VSA6,EState_VSA7,MDEC-22,MDEC-23,n5Ring,nG12Ring,n6HRing,n5aRing,nFARing,activity
49.84287425,0,1,3.626898485,107122.7943,6,0,15,1,0,3.180339937,3.083129761,165.2153451,0.636193564,149.7563437,28.41806036,142.2556949,-190.9782295,-16.78265571,7.871323529,8.855428201,-28.20036765,-55.92198313,-21.32593144,-4.528290104,17.38688675,-47.93786815,13.2467074,-89.05752595,134.4558824,319.6368945,-134.6146194,-278.7701125,158.0507079,655.1778438,-1983.844066,-588.9442787,-259.6461987,-467.3978185,-1.654037355,0.114150472,3.532375472,-31.67317841,4.709208795,35.39617054,41.03693881,55.02976561,8.380406574,1.130484013,3,1,0,0,0.351168284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.343250827,8.417796984,6.578935684,30.96716573,11.7292271,23.66444774,0.0,5.907179729,24.44240079,46.57456046,18.6529643,41.30776518,20.7712116,23.44993059,36.19658126,1,0,1,0,0,active
49.73348445,0,1,3.628592656,105776.2407,0,0,16,1,0,3.184659963,2.999446109,166.1972463,0.59745297,129.7839456,55.14367347,115.0823583,-192.9023129,-13.28826531,4.515306122,6.43622449,-29.42984694,-57.33418367,-19.77510488,-11.36515033,12.99504892,-63.51344568,22.43866416,-16.87673469,84.27102041,305.3567347,-111.2873469,-247.1763265,116.752205,453.2791547,-1279.94932,-828.2453982,-923.5148734,-555.7335309,-2.13926076,-1.117892874,2.398202467,-36.36356084,-4.433260885,64.61410689,37.62687457,56.40328952,8.42122449,1.134257927,3,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48682002,12.72301298,6.578935684,43.61588853,12.64872279,23.66444774,0.0,5.907179729,33.35094872,77.58239912,25.80722127,10.97592984,20.7712116,21.74089798,35.72964991,1,0,1,0,0,active
46.34778046,0,1,3.624968688,89151.40683,0,0,16,1,0,3.163937353,3.035929801,166.5456241,0.884541926,135.3498488,46.15605523,123.9092965,-193.9060092,-15.12207101,9.970177515,4.529940828,-31.62940828,-54.09869822,-20.12793565,13.48701768,12.80829754,-55.26700071,26.92319719,-114.8435503,30.02745562,335.396213,-75.52402367,-289.2007101,68.02751976,901.9521929,-1792.606193,-800.1306491,-503.8145483,-709.2267928,-2.02867681,-0.594309562,2.400590564,-31.53396301,7.050465485,45.92750521,38.45557398,51.83991758,8.587928994,1.267235891,3,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.139547123,8.417796984,6.578935684,30.96716573,13.15163837,23.66444774,0.0,5.907179729,27.24698234,46.57456046,17.43410201,4.899909731,25.49330646,16.69748925,30.1339936,1,0,1,0,0,active
47.76199402,0,1,3.625281202,105430.3993,0,0,16,1,0,3.174837329,3.048424055,166.5014004,0.563473598,132.4259179,41.73649558,143.8152393,-203.1746924,-14.40587154,13.16738754,4.629217128,-25.51216479,-52.84180363,-20.729519,-4.84768497,-1.709424883,-53.96157448,24.27903193,-181.4615052,132.9273356,409.9902682,-210.7677336,-187.0800173,40.08038547,966.1804269,-2088.690706,-464.2416355,-459.0639094,-230.2356847,-2.52123764,0.289929297,3.40631603,-39.21012333,17.79714114,60.48161306,22.81108552,54.70438268,8.485077855,1.258097661,3,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.333019345,12.72301298,6.578935684,44.62171968,12.64872279,23.66444774,0.0,5.907179729,40.39862071,65.63337856,12.96557803,4.899909731,20.7712116,18.75004036,31.85036619,1,0,1,0,0,active
41.38145396,0,0,3.621953663,26854.43899,0,0,14,1,0,3.308689605,3.297236558,165.9479807,0.830567027,107.8126063,-10.79921344,12.13849915,-147.0726332,-19.2528699,10.45089286,6.586096939,-25.43845663,-55.46364796,-21.08205566,-34.35111615,23.72779311,-49.72535648,-30.71569293,-294.3179209,236.0044643,93.01434949,-58.68941327,-366.8871173,246.6379705,721.8583453,-2774.503901,271.7764903,-305.2075384,-888.2112097,-0.735686529,0.394976981,2.159968213,-16.92367244,20.29163198,56.82633966,28.39659367,55.93895326,8.777742347,1.24089835,2,1,0,0,0.0,5.63169938,0.0,0.0,0.0,0.0,0.0,0.0,1.879019585,12.72301298,6.578935684,43.80880898,0.0,17.62260691,0.0,5.907179729,19.63426922,47.32179574,51.73837733,10.97592984,20.7712116,20.4643749,22.28371715,2,0,0,0,0,inactive
47.71421378,0,1,3.624456173,94931.1504,0,0,15,1,0,3.188651816,3.022876217,166.081984,0.643770134,147.7978279,39.36178165,82.53691246,-200.640643,-16.22556391,7.109616146,11.28390525,-28.46039912,-58.96817231,-21.07101765,-17.42577858,30.64577332,-43.16844214,2.71690692,-42.36644242,207.3031262,185.1234666,-130.7054101,-397.0445475,241.6901703,95.42773014,-1632.978195,18.40627809,-3.512999313,-1103.65684,-1.040922701,0.84389902,1.58765615,-24.86744492,-16.2234305,39.90600351,45.70329149,50.13213384,8.43032393,1.130564184,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.901067309,13.13989185,6.578935684,29.96133458,6.041840829,23.66444774,0.0,5.907179729,13.08951281,64.43076075,25.80722127,10.97592984,20.7712116,19.98511011,34.30283209,1,0,1,0,0,active
46.94549744,0,1,3.626684479,87452.21078,0,0,15,1,0,3.21870952,3.011933691,166.094417,0.720845153,151.5829586,36.54156476,54.28407627,-196.6020513,-15.82650888,12.02266272,7.326153846,-33.07757396,-58.13532544,-19.96714984,-7.872836016,6.160943742,-42.71165958,20.88721534,-132.9699408,152.1460355,176.1699408,-88.67384615,-298.4705325,165.6258162,562.8055044,-2158.165552,304.9648637,-624.9606078,-799.9869393,-1.61646096,-1.415607049,1.73907871,-32.53000999,1.94063963,45.58025135,42.2866417,52.73681642,8.480710059,1.131665112,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.898773445,12.72301298,6.578935684,37.00900656,6.041840829,23.66444774,0.0,5.907179729,26.17902562,58.38891992,38.89673409,10.97592984,20.7712116,20.03837234,32.04812195,3,0,1,0,0,active
46.23839066,0,1,3.626728016,70524.33816,0,0,15,1,0,3.250856959,3.041921442,166.1074374,0.780060317,148.0666708,24.47206206,46.21370754,-184.9025358,-16.34515469,13.75757952,5.858701717,-37.56804514,-56.31781264,-20.11879155,-9.455666185,3.688225434,-49.78364283,19.73231575,-161.8019716,171.7696695,133.3905388,-6.61497923,-318.5886292,164.2450731,631.5820269,-2312.265233,415.9535712,-1198.021226,-842.3653147,-1.620328181,-3.639151308,1.937043934,-32.53833684,3.746330227,47.01456242,48.09412641,56.57489159,8.532705065,1.131357434,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.895301222,12.72301298,6.578935684,37.00900656,6.041840829,23.66444774,0.0,5.907179729,26.17902562,58.38891992,38.89673409,10.97592984,20.7712116,18.24561252,30.51700427,4,0,0,0,0,active
40.45556758,0,0,3.621560615,24355.33805,0,0,13,1,0,3.30816912,3.267056768,165.4209839,0.435512835,104.0407747,4.480589924,29.26504503,-168.0328442,-20.44954128,13.62048649,4.054372528,-31.76416127,-53.75860618,-14.6316375,-22.49682212,19.83661272,-37.03502279,-23.9646676,-249.1961114,189.3330528,166.4951603,-103.5810959,-406.5670398,178.8533456,666.3900782,-2712.189962,139.7125325,-483.7405253,-1127.319955,-1.221246149,-1.073877145,1.470919918,-21.66134365,18.82803929,66.70518121,24.13887368,54.67096679,8.717784698,1.239703863,2,1,0,0,0.0,0.0,0.0,9.599184906,0.0,0.0,0.0,0.0,1.898731519,17.98490453,6.578935684,43.80880898,6.069221313,17.62260691,0.0,5.907179729,19.63426922,40.90097411,45.31755571,10.97592984,20.7712116,22.85161744,20.74998547,2,0,0,0,0,inactive
46.23839066,0,1,3.62567908,73906.72333,0,0,15,1,0,3.155744764,2.99986881,166.3796175,0.815729655,168.0193858,41.55331089,69.81739108,-168.2830579,-10.70557851,9.237086777,6.321797521,-39.49896694,-54.27272727,-21.7097508,-10.04923117,16.96101748,-60.18593931,13.09433412,-75.03535354,-20.14669421,177.0493572,74.87258953,-360.5050505,91.89865378,781.8897884,-1466.878202,-834.2462155,-1174.271953,-1008.909961,-1.984623209,-3.101320566,1.579203964,-35.3221236,3.440704849,52.48998303,51.2780868,55.47082564,8.446051423,1.265876909,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.680935552,12.72301298,6.578935684,37.00900656,6.041840829,23.66444774,0.0,5.907179729,26.17902562,71.47843274,12.96557803,24.82340424,20.7712116,16.95356178,30.50656822,2,0,0,0,0,active
45.35294439,0,1,3.625559292,65409.43478,0,0,15,1,0,3.199491687,3.027446833,166.3990686,0.876177855,164.8723501,47.20222476,62.21848981,-171.2220219,-10.45496064,11.73769605,-0.127997116,-39.18153957,-50.89369629,-20.83303451,-7.850874704,15.03233235,-61.53696889,5.007162321,-44.200649,-44.12601406,184.4651163,53.08707409,-401.5808545,91.08695286,703.0014829,-1363.184074,-985.0167833,-1333.255851,-1098.470224,-1.986726701,-3.765186447,1.834479159,-35.33869764,7.412690026,70.85429981,37.00389034,61.09927835,8.497926807,1.264779487,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.680557623,12.72301298,6.578935684,30.96716573,6.041840829,23.66444774,0.0,5.907179729,32.72378203,65.43659191,12.96557803,24.82340424,27.6949488,18.82755096,30.27702591,2,0,0,0,0,active
46.94549744,0,1,3.625635767,90912.90139,0,0,15,1,0,3.128894623,2.972992168,166.3610309,0.756514538,170.8946929,53.46791648,77.00895595,-180.7082762,-10.35253772,7.66255144,7.53909465,-35.29903978,-55.95747599,-21.53692524,-8.483631273,19.27859543,-53.13314679,14.37485922,-46.29080933,-38.78633745,218.4508093,-7.809053498,-338.8429081,92.68106448,710.2267369,-1312.756317,-939.837829,-618.214315,-959.248001,-1.982602014,-0.9369495,1.40439288,-35.30628274,1.654728428,51.11290415,45.47536025,51.6880511,8.395829904,1.267388518,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68196861,12.72301298,6.578935684,37.00900656,6.041840829,23.66444774,0.0,5.907179729,26.17902562,71.47843274,12.96557803,24.82340424,20.7712116,18.81442483,32.02597333,1,0,1,0,0,active
48.84803818,0,1,3.625772007,159666.2507,0,0,15,1,0,3.087977975,2.911604686,166.058728,0.875770104,167.8820454,65.84636751,67.81597456,-176.6308565,-11.49070959,11.2151545,0.291289271,-29.50432172,-52.33802598,-19.37878193,-2.010171253,23.6485874,-59.89564515,14.0546471,-26.21251488,19.04797888,171.0412505,-2.864137467,-265.8070493,169.4643918,354.8710842,-1515.407266,-261.0043066,-733.7493085,-419.6305131,-1.605764698,-0.506175791,3.715634451,-32.5071788,-3.480732554,54.22116,18.99749411,63.66902054,8.334144195,1.137317924,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.685925085,12.72301298,6.578935684,37.00900656,6.041840829,23.66444774,0.0,5.907179729,26.17902562,65.43659191,19.00741886,24.82340424,20.7712116,27.51891731,38.3159655,2,0,1,0,0,active
41.89829071,0,0,3.623449276,90219.74629,6,0,14,1,0,3.407236415,3.393095973,164.8926384,0.883263123,154.5883624,28.30375296,60.36125841,-196.7194774,-15.75128356,17.32842353,-5.05765508,-21.05614006,-50.63041831,-21.49189057,-7.618512447,-14.27139426,-60.98816286,-17.77384995,-109.0607693,28.94705833,186.9946132,-60.40779396,-125.7114721,160.4547782,815.0749084,-2002.209424,188.1955856,-2255.120661,594.6975886,-1.364739404,-7.998270926,7.618658387,-23.67692745,23.74994204,57.92664228,22.26284077,76.83564287,8.812894537,1.219902267,2,1,0,0,0.55091178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.846113441,12.72301298,6.578935684,48.63882512,0.0,17.62260691,0.0,17.72153919,26.17902562,34.13642425,51.00494198,29.17503104,27.6949488,16.88033602,25.94924567,2,0,0,0,0,inactive
47.65260422,0,1,3.622240258,84881.60839,0,0,16,1,0,3.199860207,3.053181919,166.2421794,0.803222704,124.5559505,4.23117016,89.67733686,-161.3641396,-16.31624031,10.11287221,7.414835965,-32.47252491,-41.30050696,-20.39225637,-14.53381827,3.281761433,-39.14097723,2.469169604,-168.8068294,69.44076686,211.5334188,33.98846221,-399.3937999,113.376714,657.9413391,-2013.945707,-291.046688,-1035.573124,-1543.087294,-2.146721173,-3.348987186,-1.297276488,-36.39858634,5.100166754,44.87896675,60.00855843,37.69941411,8.568847969,1.149897945,3,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.901270464,12.72301298,6.578935684,50.22277049,6.041840829,23.66444774,0.0,5.907179729,39.39278955,52.48174019,71.37296288,10.97592984,20.7712116,20.64246776,32.57106681,2,0,2,0,0,active
47.69304433,0,0,3.626341223,130854.9953,6,0,16,1,0,3.345926644,3.236343545,165.705762,0.838850269,161.5451135,51.32325523,77.91176059,-243.2809272,-18.73469388,17.93877551,-4.755102041,-24.48979592,-57.57142857,-20.37430681,0.389121984,-1.94705288,-92.64182408,14.19737618,-132.3287982,104.1148904,247.9942051,-92.90929705,-230.2645503,110.8775788,908.7206149,-2511.229737,374.2173676,-1211.417472,-306.301151,-2.005839914,-1.293424938,4.145226271,-37.21500901,25.28138562,67.16212619,-1.674327918,67.65060999,8.581002771,1.12794929,3,1,1,0,0.782843416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.833676989,12.72301298,6.578935684,45.0625097,0.0,35.17623851,0.0,11.81435946,38.62952291,34.27762707,44.71459686,34.07494077,34.86655556,20.16965021,32.04980958,2,0,1,0,0,active
47.65260422,0,0,3.62658938,91552.09138,6,0,16,1,0,3.372180264,3.17157688,165.705762,0.265146027,162.016013,57.73595364,20.50774054,-258.228913,-16.30612245,11.30612245,1.346938776,-33.32653061,-59.04081633,-19.92986236,-6.899629731,11.61928989,-50.82037702,15.1951582,-118.2335601,144.9528849,152.5749559,-173.6845553,-284.6112371,110.8775788,983.4566941,-2503.254635,576.6276584,-1002.120743,-618.048478,-2.005839914,-2.073169458,2.385175699,-37.21500901,32.93599817,40.51660618,20.43850239,50.88168521,8.581002771,1.137652784,3,1,1,0,0.805880334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.798180037,12.72301298,6.578935684,51.25935327,5.563451492,29.48231052,0.0,11.81435946,38.62952291,28.58369908,50.27804836,48.30076124,20.7712116,20.16965021,32.15453335,2,0,1,0,0,active
48.61123136,0,1,3.622226442,95003.96784,0,0,15,1,0,3.111151132,2.985556097,165.7887927,0.726748769,152.3999158,50.36650083,130.8568105,-193.5682533,-12.45622633,8.595956783,13.87903765,-18.28335932,-46.18645578,-16.66946981,3.160358188,-1.892226346,-68.5662347,25.30225153,12.79104478,41.73045222,280.1835598,26.48808198,-229.8632212,239.7911846,-255.0078635,-1062.724444,-564.683447,-1105.429055,-593.5980168,-1.251855619,-2.065610032,1.717971281,-29.79904828,-14.44873505,30.60453703,69.74865209,44.04959594,8.414123413,1.050940238,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.108454788,12.72301298,6.578935684,37.00900656,6.041840829,23.66444774,0.0,5.907179729,26.17902562,64.30682597,38.89673409,10.97592984,0.0,32.4747575,45.37355393,3,0,1,0,0,active
50.3238613,0,1,3.621614295,140751.0327,0,0,19,1,3,3.492765365,3.77436379,168.711621,1.341638961,165.6813426,-1.265328606,73.27094392,-226.6216306,-16.56739379,10.16567514,4.826092182,-19.26494802,-42.1942191,-21.42152597,-14.12280525,-28.5216697,-120.026712,-13.07728538,-106.3477555,24.41103299,265.0178475,-42.18496485,-286.6917253,173.9727294,-311.5829062,-1298.588128,-906.9240413,-2002.720459,-603.9392066,-1.776910145,-5.144582038,1.930861731,-35.66706998,51.3955383,15.00132252,127.0884591,35.86668437,9.093203533,1.05497351,4,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.177834816,25.89425812,6.578935684,44.18092966,12.58659724,23.66444774,0.0,5.907179729,45.93754596,61.6864619,64.58033691,4.899909731,0.0,32.36491206,43.31647413,3,0,1,0,0,active
49.35877825,0,1,3.62155319,130120.5762,0,0,18,1,2,3.378544351,3.551945027,167.7919597,1.191503663,101.8701333,4.074013982,97.84899412,-202.3511942,-15.39631032,10.05083829,5.005288144,-20.22041945,-41.28616069,-18.26646337,-9.949203455,-23.0296136,-104.5601126,-6.741370481,-75.35009915,-1.688840815,281.4197464,9.505198005,-288.6180518,177.248744,-325.3874643,-1181.794286,-1011.543293,-1938.660533,-637.972363,-1.77983568,-5.18493169,1.978306124,-34.99981831,18.10474737,29.0553784,106.0859577,41.33455588,8.936482183,1.055499915,4,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.198270541,12.72301298,6.578935684,44.18092966,12.58659724,23.66444774,0.0,12.33262447,45.93754596,41.04636153,90.63542775,4.899909731,0.0,32.36491206,45.45307518,3,0,1,0,0,active
48.43289187,0,1,3.621512624,106267.3969,0,0,17,1,1,3.266768988,3.329984859,166.8722984,1.045515565,86.10513524,9.491236504,120.0118048,-180.2767796,-14.2401298,9.894537588,5.20443483,-21.16603569,-40.38723634,-15.79550996,-5.828010429,-16.75118231,-88.07809464,1.086727753,-44.39859383,-26.47340905,295.4064059,58.50321495,-289.1444625,180.5750352,-280.3218699,-1065.043538,-1114.934363,-1873.085131,-670.6983312,-1.782751074,-5.224975651,2.026014193,-34.32026209,-0.778303272,42.55748765,84.46822922,47.1223455,8.772068986,1.05706108,4,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.218380745,12.72301298,6.578935684,50.72568607,6.041840829,30.33903871,0.0,5.907179729,52.61213693,52.86072099,77.91771929,10.97592984,4.899909731,34.71588282,44.69726905,3,0,1,0,0,active
38.36275681,0,0,3.623717216,13686.48414,0,0,14,1,0,3.351983093,3.215445948,165.996552,0.018947303,124.59,-5.66,22.63222222,-175.8911111,-18.8364,16.4852,-9.3832,-26.5704,-40.5032,-19.41960631,-24.4100856,22.53674239,-0.263210425,-52.73244952,-164.74,41.57,137.29,-76.02,-342.92,165.7847899,658.3099345,-2157.807835,-136.6154828,-1764.93025,25.70445084,-1.327740624,-7.031060994,7.806070772,-24.59965466,18.32769485,67.38597864,6.269311546,92.92728213,9.05,1.252760583,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.838499329,12.72301298,6.578935684,37.51192214,0.0,23.54051296,0.0,5.907179729,26.17902562,28.57297276,58.28313374,10.97592984,20.7712116,12.5722826,19.80631653,2,0,1,0,0,inactive
46.06005117,0,1,3.625523247,82270.21865,0,0,15,1,0,3.167915781,3.003997053,166.3796175,0.825358961,167.8628201,59.14335272,71.82879298,-177.9029691,-10.09194215,9.668904959,1.933884298,-36.58626033,-52.63533058,-20.66360896,-6.276978343,17.48043301,-56.33772948,6.281640251,-15.5486685,-62.434573,213.3875115,14.58953168,-380.4123049,91.89865378,631.4984541,-1209.529078,-1090.434996,-1001.063811,-1051.032102,-1.984623209,-2.465405588,1.653403799,-35.3221236,5.628404714,65.78037671,38.28901064,57.32517574,8.446051423,1.265176663,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.681590681,12.72301298,6.578935684,30.96716573,6.041840829,23.66444774,0.0,5.907179729,32.72378203,65.43659191,12.96557803,24.82340424,20.7712116,20.90057836,31.5629607,1,0,1,0,0,active
46.23839066,0,1,3.625730867,86813.02565,0,0,15,1,0,3.182900229,2.975512142,166.3796175,0.747077083,168.0193858,43.44725028,55.91840118,-182.1400622,-10.70557851,9.395661157,8.030475207,-36.01807851,-56.95609504,-21.7097508,-10.09180973,16.26925863,-47.84648,18.47342767,-72.50505051,-6.185491276,158.0190542,-17.89279155,-326.8184114,91.89865378,781.8897884,-1510.930295,-585.6990417,-660.957793,-969.6871205,-1.984623209,-1.350436796,1.08882729,-35.3221236,3.440704849,49.11971211,46.79344397,51.76355666,8.446051423,1.260194433,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68071861,12.72301298,6.578935684,37.00900656,6.041840829,23.66444774,0.0,5.907179729,26.17902562,71.47843274,12.96557803,24.82340424,20.7712116,16.67914556,30.41452392,2,0,1,0,0,active
45.35294439,0,1,3.62561782,78209.18706,0,0,15,1,0,3.225214027,3.00735336,166.3990686,0.815920998,164.8723501,49.047186,50.21332185,-179.4756792,-10.45496064,11.40556457,2.369869599,-37.32227631,-53.56450934,-20.83303451,-7.897027446,14.30843259,-51.08747338,10.40210816,-41.68902109,-30.29475392,152.2790698,4.116819903,-367.854516,91.08695286,703.0014829,-1407.101935,-736.5338926,-1045.615113,-1059.190756,-1.986726701,-2.884063838,1.343937831,-35.33869764,7.412690026,63.78400812,39.62057208,57.39192495,8.497926807,1.258636836,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.680340681,12.72301298,6.578935684,30.96716573,6.041840829,23.66444774,0.0,5.907179729,32.72378203,65.43659191,12.96557803,24.82340424,27.6949488,18.65503144,30.05954571,2,0,1,0,0,active
47.90412458,0,1,3.621272572,94365.04875,0,0,15,1,0,3.081504965,2.950952907,166.0700995,0.752980699,168.4475202,55.84083045,131.3467897,-178.4290657,-7.460532007,6.221993945,14.74421497,-20.82493512,-44.5020545,-18.3574592,1.054525442,8.296462953,-73.49128059,22.92863178,69.49134948,-114.633218,260.7612457,96.50865052,-257.5224913,168.2327346,-25.82229171,-440.3806993,-1446.134595,-1122.782253,-757.8877986,-1.609188121,-1.939540651,1.092457013,-32.5144546,-12.60676454,34.33503216,74.01254822,43.18923838,8.381487889,1.153378178,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.689894135,12.72301298,6.578935684,37.00900656,6.041840829,23.66444774,0.0,5.907179729,26.17902562,77.39633878,12.96557803,24.82340424,0.0,28.65540706,43.69551475,2,0,1,0,0,active
47.98077362,0,1,3.625511123,96905.06856,0,0,17,1,2,3.670904169,3.092647462,168.1771373,0.471848411,150.6243751,22.81950821,180.4689828,-230.4776553,-16.45741506,7.565426997,5.395661157,-30.53403352,-55.33551423,-24.2421908,-13.79198602,-21.70275355,6.601351049,21.8302549,-215.3016529,232.5950413,389.3057851,-155.4628099,-164.2107438,88.42352505,726.6007769,-2092.572918,-369.8998418,-706.9799236,-269.9929769,-1.981403029,-1.853661473,2.914279386,-36.88627069,33.36780517,82.38618832,37.88129792,50.39101131,8.802341598,1.261623128,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923436012,12.72301298,6.578935684,30.96716573,12.58659724,23.66444774,0.0,12.33262447,26.6819412,47.7043264,17.14685924,4.899909731,25.49330646,17.57020987,32.04053256,1,0,1,0,0,active
46.16944097,0,1,3.62639798,68326.84449,0,0,15,1,0,3.252114128,3.082580548,166.1074374,0.866581827,140.7569595,50.52491372,63.98744842,-192.1216374,-18.14043028,17.14204228,-5.252774506,-35.09498419,-50.08884618,-18.81834469,-5.933347076,9.646272166,-53.27677968,-0.784258582,-119.1611383,130.3245086,226.6025172,-38.63742327,-392.5537851,164.2450731,555.9267718,-2312.462131,9.548664377,-1365.584611,-964.6316528,-1.620328181,-4.110312517,2.590854702,-32.53833684,13.58864265,77.27887273,26.19273158,64.07945222,8.532705065,1.135738377,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.898263803,12.72301298,6.578935684,30.96716573,6.041840829,23.66444774,0.0,5.907179729,33.22669761,52.34707909,38.89673409,10.97592984,27.81888358,22.21607694,31.63800665,2,0,1,0,0,active
47.72578509,0,1,3.620495183,86185.96633,0,0,16,1,0,3.102298733,3.044609691,166.226531,0.87154107,139.505532,31.94245192,150.8740873,-148.126383,-7.568890622,5.180051236,9.212185342,-21.63755848,-39.72811317,-17.82361479,-2.716969413,2.29167285,-70.88834703,10.23922446,70.01537091,-227.0995767,317.3807084,141.5698374,-296.6988193,114.5431011,-12.58776854,-177.411773,-2204.286142,-1463.373414,-830.7881266,-2.144137661,-3.757861588,1.224153943,-36.38639078,-5.440972498,53.73860005,68.05623459,48.37817267,8.518155491,1.16292398,4,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.684325894,12.72301298,6.578935684,44.18092966,6.041840829,23.66444774,0.0,5.907179729,45.93754596,71.35449795,39.0209852,24.82340424,0.0,30.92243892,43.03498751,1,0,2,0,0,active
48.61123136,0,1,3.620603307,95180.03656,0,0,16,1,0,3.066392351,3.012326103,166.211568,0.802695579,142.7303888,25.87674712,156.13086,-149.6988651,-7.898023336,3.251478502,15.14737066,-20.17182588,-43.16330119,-18.71711612,-5.04945629,4.173855536,-67.45901601,18.18609772,37.4560179,-201.3368853,321.8663754,120.3767382,-255.3260163,115.6675581,67.69618011,-288.1429735,-2046.501842,-1067.917078,-741.4426469,-2.141652661,-2.203970164,0.968999591,-36.37472696,-9.424880912,38.99812821,75.37460629,42.68343155,8.468964782,1.164777528,4,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.684703823,12.72301298,6.578935684,50.22277049,6.041840829,23.66444774,0.0,5.907179729,39.39278955,77.39633878,39.0209852,24.82340424,0.0,28.4694333,43.69551475,1,0,2,0,0,active
46.06005117,0,1,3.625523247,82270.21865,0,0,15,1,0,3.119517871,2.955069376,166.6563046,0.806970313,180.2222222,66.22222222,54.44444444,-199.5555556,-8.5,8.409779461,1.108153264,-37.65287369,-54.70132546,-19.82212294,-3.239905728,17.39719218,-70.44545895,3.477866927,10.77701047,-60.23368233,196.7300067,-31.12519492,-424.1915794,94.72266276,686.8502547,-1083.544629,-1109.375156,-1095.480376,-1248.15689,-1.973487314,-2.736772501,1.160683058,-35.62822971,5.447480319,66.79740854,38.31067914,56.79625552,8.409668078,1.265176663,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.697763521,12.72301298,0.0,25.04925969,6.041840829,23.66444774,0.0,5.907179729,32.72378203,64.93367633,25.80722127,18.74738413,27.6949488,20.90057836,31.5629607,1,0,1,0,0,active
