ABC,nAcid,nBase,VE1_A,VR1_A,nAromAtom,nBridgehead,nHetero,nS,nF,AATS5s,AATS6s,AATS0i,ATSC6c,ATSC2dv,ATSC3dv,ATSC5dv,ATSC6dv,ATSC2d,ATSC4d,ATSC6d,ATSC7d,ATSC8d,ATSC1s,ATSC3s,ATSC4s,ATSC7s,ATSC8s,ATSC3Z,ATSC4Z,ATSC5Z,ATSC6Z,ATSC8Z,ATSC1v,ATSC2v,ATSC3v,ATSC4v,ATSC7v,ATSC8v,ATSC1p,ATSC7p,ATSC8p,ATSC1i,ATSC2i,ATSC5i,ATSC6i,ATSC8i,AATSC0Z,BalabanJ,C3SP3,NdsCH,NaaN,NssO,SaasC,SsNH2,SaaNH,StN,SaasN,SsSH,SaaS,SsCl,MINsCH3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA13,SMR_VSA6,EState_VSA2,EState_VSA3,EState_VSA6,EState_VSA7,MDEC-22,MDEC-23,n5Ring,nG12Ring,n6HRing,n5aRing,nFARing,activity
24.03595118,1,0,4.245479213,539.0221766,6,0,12,0,2,5.204651941,5.623243934,169.7307224,0.490931451,73.87798979,51.75248589,-150.131685,1.289975813,4.432141897,-13.90432679,-1.486428379,-0.526471379,-15.28916958,-15.81466302,5.459068649,-42.47135627,-53.10649766,-58.42940966,36.70330556,85.79763504,-223.2956195,-104.2674012,-117.4334856,-112.221968,650.3221697,-189.5035327,213.019472,484.279337,-521.2031169,-1.606472255,2.452023649,-2.481839173,-17.28887886,22.8424203,-21.43940036,2.498662922,-15.17274294,8.711636657,2.979132513,1,0,0,3,0.475089483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.304397006,0.0,0.0,6.420821623,26.89284412,12.08368166,11.49902367,11.69042468,21.32939262,29.40120283,5.749511833,13.8474744,5.316788604,1.276185946,12.21555338,0,0,0,0,0,inactive
21.39779408,1,0,4.747680988,191.873056,6,0,10,0,2,5.699665831,6.7,169.6115505,0.762496429,43.25453898,37.35742257,-9.63510146,28.88109648,-6.719829121,-1.162691349,-3.393022428,-6.581701673,-11.41545034,-19.68553459,25.91517345,-53.86236699,-74.57994146,-83.50986907,-14.47276611,105.9202563,-21.31434674,29.20185119,-141.9469562,74.79322564,-419.3410391,-540.4603046,568.9730491,-310.5122045,-396.2532917,0.411142436,-0.218149929,-1.401107858,-3.619005144,3.902939122,-25.20154318,22.93346068,-14.37516764,8.590957636,2.794167297,1,0,0,0,0.282719399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.735220222,0.0,0.0,6.420821623,0.0,12.08368166,6.103966388,11.69042468,0.0,17.90217916,0.0,32.0465756,5.316788604,5.66041046,14.16055823,0,0,0,0,0,inactive
28.80771839,1,0,5.009232105,537.5737611,6,0,12,1,0,4.244088163,3.549038185,165.9313341,0.309548456,57.89703467,-66.57790046,-46.25814343,-12.22389503,-11.4691358,1.994513032,-9.417009602,-11.82716049,-7.596707819,-9.921531388,-53.25010218,-47.76080206,8.256245977,-8.002480498,-223.8684652,279.0862673,-72.43865264,-18.50952599,-52.41883859,-75.83025251,-411.4603805,-1375.661707,1276.386965,-700.888002,-551.2263102,-1.156770898,-3.702382283,1.766359927,-12.98302082,-23.05028773,24.11827274,26.61780418,15.09833873,9.543971955,2.786692638,2,0,0,1,1.05686316,0.0,0.0,0.0,0.0,4.200886881,0.0,0.0,1.65039339,12.62878915,0.0,18.71843164,0.0,23.7265733,0.0,0.0,12.29761001,30.93322452,12.96557803,20.7712116,44.17930974,10.49055003,18.00944524,0,0,0,0,0,inactive
26.23815175,1,0,4.983577378,314.1318481,12,0,9,0,2,4.747802888,5.342394534,166.1696507,0.486228847,26.1704142,5.213964497,41.72142012,14.66934911,-6.875739645,0.923313609,-4.884497041,-9.443313609,-15.35313609,-12.80127548,6.958750822,-34.14454964,-65.27775805,-31.45287968,-63.83218935,108.2463905,71.93680473,18.28473373,-125.3377515,97.66421148,-567.9609405,-706.7515384,603.9561405,-440.9302643,-890.9534173,0.521876075,0.535417356,-4.111841564,-0.738164127,8.629307956,-9.006935285,28.90674887,-24.60133963,8.029822485,2.126886119,2,0,0,0,1.638524536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.809647949,0.0,0.0,6.420821623,5.917906046,12.08368166,0.0,5.783244946,0.0,12.33872767,6.420821623,24.26546827,50.24567681,17.46512929,26.42470979,0,0,0,0,0,inactive
27.65236531,1,0,5.022067358,370.3762534,12,0,11,0,2,4.946200511,5.648755313,166.7452219,0.834991582,35.62486077,11.71374471,8.484963243,27.930274,-4.775005569,1.482958343,-4.024281577,-10.54199153,-16.66985966,-15.8996807,7.857522091,-43.55603822,-50.97791515,-54.81234994,-48.88327022,78.89485409,27.94764981,27.7660949,-146.3435063,7.889926631,-241.4688692,-539.0544909,549.3612843,-680.0956052,-369.3066956,-0.519474207,-1.655176163,-1.250749394,-8.461721516,7.890504457,-12.66978398,41.7118058,-14.95982242,8.260637113,2.149905127,1,0,0,2,1.377520709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.491262914,0.0,0.0,11.98427311,7.109797541,23.58270532,0.0,11.69042468,7.109797541,12.33872767,17.06247516,68.44477802,0.0,11.6465669,24.70577913,0,0,0,0,0,inactive
21.34417998,0,0,3.949188663,582.6161919,0,0,8,0,0,3.892147734,2.869156041,167.199119,-0.145179488,104.1472722,-26.386724,-229.5412524,-69.50819672,7.704649288,-13.6347756,-16.09836066,-17.01155603,1.119054018,-5.146312968,-38.58723947,12.35695676,23.26077593,-56.02227224,-143.8293469,202.8570277,-404.787154,-171.7540984,-288.8645525,-163.2510866,626.2924575,-640.7135909,844.8517288,-274.5321971,-1164.382035,-1.768600202,-3.269795705,-2.533969325,-25.3461524,-3.665497118,31.49854544,-3.391145646,13.16222768,7.692555765,2.174783744,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.387363548,0.0,0.0,13.46849361,18.0015877,11.64289164,0.0,0.0,6.544756406,35.72312689,19.38639965,25.67112133,20.7712116,1.190550789,8.717157699,2,0,0,0,1,inactive
28.54974212,1,0,4.855632302,580.1757911,6,0,12,1,0,4.204920516,3.734180304,165.9313341,0.204477405,64.69264509,-20.19655616,7.171539268,-87.80414195,-9.617283951,1.492455418,-2.602194787,-14.32921811,-11.26748971,-7.915679257,-32.65948245,-76.05700597,-5.262825175,34.52300785,-60.70797135,148.1031855,94.2325865,-173.1268099,68.77549154,-75.83025251,-685.5863795,-998.8953615,1321.951389,-102.4284051,-774.0095953,-1.156770898,0.19677622,-2.009382146,-12.98302082,-22.95859979,-10.09799033,34.53598435,-22.68884547,9.543971955,2.756298637,2,0,0,1,1.058442595,0.0,0.0,0.0,0.0,4.201201494,0.0,0.0,1.845899697,12.62878915,0.0,18.71843164,6.606881965,18.12552249,0.0,0.0,18.90449198,43.45801253,12.96557803,0.0,58.02678414,10.99073724,20.40009146,0,0,0,0,0,inactive
31.44711893,1,0,5.236321743,525.7576877,6,0,14,1,0,4.181702699,3.641230311,165.916835,0.224580367,89.89192434,-20.95759669,-31.85977892,-106.8049288,-9.529396221,0.849782006,-4.796934866,-15.78504426,-8.928260008,-8.991914518,-28.29108709,-99.12448951,-16.9254176,25.69951698,-40.53045316,77.55093143,21.37772493,-182.8544061,10.57748712,-119.9868128,-291.217212,-960.2894984,1211.312039,-133.4028195,-1028.914048,-1.691026478,0.137523199,-2.217050241,-16.67377542,-11.42235674,-11.23249455,28.4701467,-19.27876751,9.583300304,2.716670219,2,0,0,2,1.281941551,0.0,0.0,0.0,0.0,4.196997241,0.0,0.0,1.296910193,12.62878915,0.0,18.71843164,19.280131,18.12552249,0.0,0.0,26.01428952,43.58194732,11.98427311,24.26546827,27.6949488,8.786478255,23.5103633,0,0,0,0,0,inactive
32.2231754,1,0,5.021050853,890.6282011,6,0,15,1,0,4.20036612,3.631900099,165.7242117,0.161213569,92.79499714,-21.6683842,-30.79043173,-108.6824181,-8.48341921,-0.368608799,-5.716475096,-15.71607874,-9.583432422,-8.777271915,-27.75384188,-101.7750424,-16.00757471,26.60482854,-2.797595455,34.57352358,25.35394372,-185.4291188,31.61910424,-109.5896325,-116.1528568,-717.8082692,1313.05025,-333.4250753,-991.9289168,-1.587815325,-1.426846857,-2.148100612,-16.43911762,-10.04565596,-14.77940141,30.03359692,-20.05095597,11.44774739,2.754471389,2,0,0,2,1.309224412,0.0,0.0,0.0,0.0,4.192223579,0.0,6.2520857,1.263085552,12.62878915,0.0,23.74106495,19.280131,18.12552249,0.0,0.0,26.01428952,43.58194732,22.57035792,12.13273414,27.6949488,6.79552068,23.63454142,0,0,0,0,0,inactive
30.84940195,2,0,5.219444835,485.5784657,6,0,14,1,0,4.319014533,3.840530427,165.9301784,0.067568237,91.74967106,-15.04336385,-35.20448056,-145.6622295,-10.0,-0.25,-2.5,-11.0,-9.75,-12.76782358,-32.69480691,-93.04971431,-18.05661097,29.34341263,-56.65192744,135.5119048,56.45748299,-263.7732426,90.94274376,-28.81601862,-532.3101943,-973.780621,1410.530875,-86.35312842,-572.9203071,-0.807617467,1.016547873,-1.490005194,-11.17006161,-18.67741309,-16.81059398,26.29412171,-19.62176036,9.676303855,2.760009954,2,0,0,1,0.838827207,0.0,0.0,0.0,0.0,4.171865967,0.0,0.0,1.828893846,12.62878915,0.0,18.71843164,12.17033346,18.12552249,0.0,0.0,18.90449198,49.14539881,11.98427311,12.13273414,27.6949488,8.706829432,23.45715861,0,0,0,0,0,inactive
24.21464989,1,0,4.93902186,230.6546483,0,0,12,0,2,5.615261814,5.339088398,171.6733295,0.591982554,106.8719723,11.42214533,-100.4256055,-6.096885813,-7.350778547,2.069636678,-16.85358997,-22.98226644,-1.1308391,-17.45530115,-19.63944306,-20.69746912,-45.50315083,-83.74524372,-204.9307958,369.2422145,-191.9550173,-3.626297578,-483.7543253,-129.1346088,166.8300771,-1398.684345,1816.331256,-1016.214503,-2179.150584,-1.275566,-4.898118381,-5.865459235,-17.82205246,2.675959515,4.260106523,36.5478908,-8.425900612,8.591695502,5.46330995,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64709383,0.0,0.0,6.420821623,0.0,23.7265733,0.0,5.783244946,0.0,12.33872767,0.0,48.4661604,5.316788604,0.2,6.377672329,0,0,0,0,0,inactive
29.58377485,1,0,5.173941606,421.2155013,6,0,13,1,0,4.249075088,3.54040578,165.7244424,0.236268428,60.11995123,-71.80736338,-51.59088215,-8.376534742,-11.47599451,0.83889651,-8.976375553,-11.77503429,-8.021033379,-9.743661691,-52.41297526,-48.31325617,10.00877437,-7.137658077,-188.3641213,174.3436976,-197.3074226,-53.01889956,-26.63008688,-65.88561022,-242.639534,-1129.029907,1150.378366,-581.2381601,-484.6325265,-1.062130075,-3.539646458,2.072331336,-12.74934269,-21.73005807,21.88463684,27.08136885,14.61473332,11.57780826,2.801659938,2,0,0,1,1.457372199,0.0,0.0,0.0,0.0,4.196113218,0.0,6.153727527,1.645574244,12.62878915,0.0,23.74106495,0.0,23.7265733,0.0,0.0,12.29761001,31.0571593,11.44345494,26.83757867,32.0465756,8.05832761,19.11900222,0,0,0,0,0,inactive
31.15938965,1,0,5.013237356,670.5748857,12,0,11,1,0,3.796714396,3.610696916,163.8352881,0.657795148,15.33750455,-70.38212816,51.24540186,-35.2457378,-12.26077098,-2.265306122,-0.904761905,-10.76870748,-9.678004535,-6.613065278,-39.95835329,-70.92626037,-27.16182591,10.91628293,-89.38095238,33.87755102,150.8503401,-61.9047619,22.03628118,55.40465709,-1064.263721,-799.3431141,233.5737751,98.14440811,-706.0110703,-0.162436224,1.099531338,-1.347391985,-4.767888269,-34.84574013,-12.93920182,27.30857197,-19.50876836,9.225623583,1.93004937,1,0,0,0,2.017852016,0.0,0.0,0.0,0.0,4.227167456,0.0,0.0,1.881039534,12.62878915,0.0,25.13925326,0.0,18.12552249,0.0,0.0,12.29761001,37.35404614,19.38639965,0.0,74.51114508,20.26799588,28.79845351,0,0,0,0,0,inactive
34.68924417,3,0,4.741176421,1626.152173,0,0,18,0,0,5.332125604,3.904508043,168.5602594,1.064659406,100.3770378,-84.54202798,-4.132500867,-150.3662851,-6.586541797,-3.293328709,-19.144641,-19.36906001,-1.583766909,-19.9516129,-89.28569456,-126.3109287,-129.079171,152.573997,-132.1226731,18.09480865,33.17932709,-252.9254249,155.982657,-19.86573614,-373.7985065,-532.828013,735.1719745,-1174.914355,201.121237,-0.619738933,-7.653904243,0.852317097,-22.69786199,-46.65299239,21.12192834,29.71616242,0.442827454,8.321424442,3.161485654,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.034371486,0.0,0.0,13.46849361,12.84164325,36.25104497,0.0,0.0,6.544756406,12.96557803,12.84164325,27.6949488,0.0,2.365344242,17.15321561,1,0,0,0,0,inactive
44.59643846,3,1,5.642098495,1825.865788,6,0,22,0,0,4.939292779,4.17578602,167.7570047,1.070104156,71.25208086,-121.3448276,95.882283,-121.5184304,-20.93935791,6.793103448,-6.202140309,-14.41260404,-23.80261593,-33.22551485,-83.05552562,-96.72515565,-142.121376,91.56273792,-345.5862069,126.2758621,164.1581451,-92.86325803,90.62306778,204.3886817,-258.1415776,-2306.722455,1404.801903,-833.7650308,630.8372057,0.96355313,-3.343458338,4.301935366,-4.366383172,-32.53331307,8.94219631,32.60922251,40.11170424,8.196195006,3.458860721,1,0,0,0,1.248196916,10.59175971,0.0,0.0,0.0,0.0,0.0,0.0,1.594128938,0.0,0.0,19.26246487,12.84164325,36.37497976,0.0,11.69042468,0.0,18.75954929,11.12690298,65.80789147,0.0,8.316691371,30.60277668,0,0,0,0,0,active
40.17965192,0,0,4.31653361,2953.408698,10,0,16,1,0,4.326812742,3.141228537,164.3790266,-0.177460655,140.3135519,24.43960668,-177.2870262,-248.0150618,-11.13944096,12.85216282,-28.98852163,-29.75385269,46.08077373,-23.88402266,-63.35100215,-6.588577002,75.33509014,-42.40647537,-374.2473164,422.0822617,-214.0498459,-343.7181422,-627.9226273,6.955491729,862.6098191,-1933.930859,2361.757608,-1311.836594,-1307.288789,-2.127528216,-12.01800591,2.526199138,-26.08501957,1.807463736,70.17046073,8.384255374,56.21230987,10.87979594,1.380924453,3,1,1,3,1.11376692,0.0,0.0,0.0,0.0,0.0,0.0,6.316761464,1.51130287,0.0,6.578935684,28.13380941,25.10133555,35.07713594,0.0,5.907179729,13.65455395,25.26638799,34.38623682,59.7415244,0.0,6.741470722,25.57198541,1,0,1,0,0,active
43.12904015,0,0,4.323452264,4318.070419,10,2,16,1,0,3.842896335,3.082283773,164.4990374,0.051532254,160.3813281,77.66666667,-110.3609467,-313.6725838,-13.60650888,10.18565089,-21.94267751,-25.35983728,18.08210059,-18.53178091,-37.39935285,-26.64305277,45.29944634,1.812639238,-58.30769231,196.8047337,-86.98224852,-495.8698225,-92.74556213,95.76646421,-259.9612284,-663.6616958,1445.993123,-1958.428208,967.4040091,-1.782158463,-14.14509553,11.82998983,-26.55375719,-33.62096583,42.46118981,31.3665107,78.26343325,9.071005917,1.141051783,3,1,2,3,1.553493046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56615102,0.0,6.578935684,18.40509474,29.93789341,41.27397951,0.0,5.907179729,13.65455395,31.40827209,47.61929447,13.17616461,32.90394574,14.99949605,38.31598381,1,1,1,0,1,active
38.42114478,2,0,5.037959079,1977.999733,0,0,20,0,3,5.327361564,4.545519986,171.6480272,0.986320826,215.3360455,43.34329968,-123.8076659,-203.6741496,-3.417115969,-5.519752965,-17.20488187,-17.77619841,-10.05979806,-22.98301705,10.49059665,-115.8601587,-207.4542161,100.6615916,23.30369572,119.7730615,-105.5601412,-276.27811,135.4788746,-53.0583036,-479.5204769,-221.8343251,929.1866889,-1189.762513,-139.0083105,-0.957911415,-4.661278505,-2.806023496,-28.52436457,1.849864291,7.506531033,11.96929639,-53.81754658,8.649936281,3.219294989,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.010336165,13.17124514,0.0,13.46849361,18.88348407,30.20920415,0.0,5.783244946,6.544756406,32.2280429,6.420821623,27.6949488,0.0,3.968907108,20.94492169,1,0,0,0,0,inactive
41.54153238,2,0,4.927243879,2424.149055,6,0,18,0,0,4.943762781,3.78210576,166.6645522,1.185100387,106.190051,-30.99808673,-15.41390306,-204.1017219,-5.220663265,-4.684311224,-18.40529337,-22.10235969,-6.306122449,-14.7863144,-74.9714826,-106.239198,-147.9580344,172.8674001,-67.17665816,83.76211735,34.85395408,-271.6910077,117.3010204,-29.48910638,-597.6615218,-567.1439303,871.8919609,-1510.29856,81.80107798,-0.9123084,-7.668617211,1.107433568,-22.18910757,-46.08395669,31.3831194,28.20818354,13.39639309,7.999681122,2.181845786,2,0,0,1,0.781082064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.044087385,0.0,0.0,13.46849361,12.84164325,42.85792694,0.0,0.0,6.544756406,13.15163837,32.10410811,39.82768294,25.12283841,12.41795926,30.25510789,1,0,0,0,0,inactive
36.59178491,2,0,4.835909093,1796.094032,0,0,18,0,0,4.940246517,3.727235371,168.7058207,1.096571521,117.0749364,-35.05052314,-13.44198322,-170.4330286,-1.872749552,-5.755396362,-15.894335,-19.05448204,-7.807521915,-14.84007551,-76.80477268,-110.6869613,-138.4421534,172.7099318,-43.31265906,54.26863983,5.4609294,-245.044679,151.1368649,-83.12219181,-376.0806419,-211.6326081,792.7027269,-1292.149755,140.4690683,-1.120034089,-6.93838015,0.586111959,-27.83780389,-43.19951836,25.19160501,31.48604064,11.71390159,8.109341125,3.187444583,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.044691781,0.0,0.0,20.51616559,12.84164325,36.25104497,0.0,0.0,13.59242839,12.45193614,32.10410811,27.6949488,6.9237372,3.968907108,20.94492169,1,0,0,0,0,inactive
